Lead_ID,Lead_Score,Priority_Bucket,Conversion_Probability
1818,75.62,Hot,0.7562
1819,24.36,Cold,0.2436
1820,74.03,Hot,0.7403
1821,40.05,Warm,0.4005
1822,26.01,Cold,0.2601
1823,17.39,Cold,0.1739
1824,56.39,Warm,0.5639
1825,14.26,Cold,0.1426
1826,16.26,Cold,0.1626
1827,69.15,Warm,0.6915
1828,64.66,Warm,0.6466
1829,99.35,Hot,0.9935
1830,19.37,Cold,0.1937
1831,84.12,Hot,0.8412
1832,26.59,Cold,0.2659
1833,18.49,Cold,0.1849
1834,25.89,Cold,0.2589
1835,75.95,Hot,0.7595
1836,70.82,Hot,0.7082
1837,88.26,Hot,0.8826
1838,70.98,Hot,0.7098
1839,18.24,Cold,0.1824
1840,72.19,Hot,0.7219
1841,60.02,Warm,0.6002
1842,87.05,Hot,0.8705
1843,94.15,Hot,0.9415
1844,72.93,Hot,0.7293
1845,34.68,Cold,0.3468
1846,17.18,Cold,0.1718
1847,14.35,Cold,0.1435
1848,42.21,Warm,0.4221
1849,42.63,Warm,0.4263
1850,89.45,Hot,0.8945
1851,48.63,Warm,0.4863
1852,15.98,Cold,0.1598
1853,61.6,Warm,0.616
1854,38.56,Cold,0.3856
1855,22.64,Cold,0.2264
1856,75.07,Hot,0.7507
1857,70.83,Hot,0.7083
1858,20.52,Cold,0.2052
1859,99.37,Hot,0.9937
1860,15.39,Cold,0.1539
1861,25.56,Cold,0.2556
1862,61.41,Warm,0.6141
1863,80.11,Hot,0.8011
1864,71.33,Hot,0.7133
1865,6.69,Cold,0.0669
1866,14.97,Cold,0.1497
1867,49.35,Warm,0.4935
1868,98.99,Hot,0.9899
1869,18.19,Cold,0.1819
1870,10.79,Cold,0.1079
1871,72.12,Hot,0.7212
1872,72.12,Hot,0.7212
1873,19.74,Cold,0.1974
1874,54.12,Warm,0.5412
1875,3.06,Cold,0.0306
1876,25.25,Cold,0.2525
1877,90.25,Hot,0.9025
1878,52.3,Warm,0.523
1879,86.45,Hot,0.8645
1880,79.94,Hot,0.7994
1881,99.37,Hot,0.9937
1882,33.07,Cold,0.3307
1883,22.49,Cold,0.2249
1884,24.7,Cold,0.247
1885,90.29,Hot,0.9029
1886,14.38,Cold,0.1438
1887,21.61,Cold,0.2161
1888,78.96,Hot,0.7896
1889,47.93,Warm,0.4793
1890,31.19,Cold,0.3119
1891,31.23,Cold,0.3123
1892,70.93,Hot,0.7093
1893,13.53,Cold,0.1353
1894,68.53,Warm,0.6853
1895,18.32,Cold,0.1832
1896,72.12,Hot,0.7212
1897,73.7,Hot,0.737
1898,14.63,Cold,0.1463
1899,36.33,Cold,0.3633
1900,15.27,Cold,0.1527
1901,73.9,Hot,0.739
1902,18.26,Cold,0.1826
1903,87.05,Hot,0.8705
1904,14.91,Cold,0.1491
1905,64.68,Warm,0.6468
1906,73.16,Hot,0.7316
1907,55.18,Warm,0.5518
1908,76.41,Hot,0.7641
1909,21.02,Cold,0.2102
1910,12.76,Cold,0.1276
1911,77.84,Hot,0.7784
1912,35.65,Cold,0.3565
1913,95.19,Hot,0.9519
1914,17.3,Cold,0.173
1915,15.16,Cold,0.1516
1916,6.28,Cold,0.0628
1917,16.99,Cold,0.1699
1918,17.68,Cold,0.1768
1919,17.79,Cold,0.1779
1920,84.67,Hot,0.8467
1921,3.77,Cold,0.0377
1922,3.48,Cold,0.0348
1923,99.14,Hot,0.9914
1924,99.37,Hot,0.9937
1925,88.3,Hot,0.883
1926,55.56,Warm,0.5556
1927,10.43,Cold,0.1043
1928,84.13,Hot,0.8413
1929,17.07,Cold,0.1707
1930,18.04,Cold,0.1804
1931,98.99,Hot,0.9899
1932,29.01,Cold,0.2901
1933,11.3,Cold,0.113
1934,5.47,Cold,0.0547
1935,83.47,Hot,0.8347
1936,35.12,Cold,0.3512
1937,14.63,Cold,0.1463
1938,34.14,Cold,0.3414
1939,80.16,Hot,0.8016
1940,18.2,Cold,0.182
1941,79.3,Hot,0.793
1942,33.68,Cold,0.3368
1943,70.38,Hot,0.7038
1944,16.41,Cold,0.1641
1945,70.06,Hot,0.7006
1946,78.37,Hot,0.7837
1947,15.87,Cold,0.1587
1948,68.84,Warm,0.6884
1949,58.72,Warm,0.5872
1950,8.67,Cold,0.0867
1951,18.85,Cold,0.1885
1952,18.13,Cold,0.1813
1953,34.68,Cold,0.3468
1954,13.78,Cold,0.1378
1955,46.24,Warm,0.4624
1956,35.76,Cold,0.3576
1957,76.75,Hot,0.7675
1958,82.15,Hot,0.8215
1959,85.81,Hot,0.8581
1960,6.79,Cold,0.0679
1961,17.39,Cold,0.1739
1962,78.96,Hot,0.7896
1963,71.74,Hot,0.7174
1964,30.94,Cold,0.3094
1965,59.56,Warm,0.5956
1966,17.7,Cold,0.177
1967,15.81,Cold,0.1581
1968,86.75,Hot,0.8675
1969,5.54,Cold,0.0554
1970,16.76,Cold,0.1676
1971,29.24,Cold,0.2924
1972,74.8,Hot,0.748
1973,15.98,Cold,0.1598
1974,12.16,Cold,0.1216
1975,30.18,Cold,0.3018
1976,75.82,Hot,0.7582
1977,74.63,Hot,0.7463
1978,15.98,Cold,0.1598
1979,59.99,Warm,0.5999
1980,86.63,Hot,0.8663
1981,24.43,Cold,0.2443
1982,78.21,Hot,0.7821
1983,90.54,Hot,0.9054
1984,86.35,Hot,0.8635
1985,98.12,Hot,0.9812
1986,60.39,Warm,0.6039
1987,4.34,Cold,0.0434
1988,15.94,Cold,0.1594
1989,91.41,Hot,0.9141
1990,16.71,Cold,0.1671
1991,88.06,Hot,0.8806
1992,23.2,Cold,0.232
1993,40.56,Warm,0.4056
1994,55.37,Warm,0.5537
1995,61.88,Warm,0.6188
1996,30.56,Cold,0.3056
1997,40.53,Warm,0.4053
1998,17.14,Cold,0.1714
1999,72.82,Hot,0.7282
2000,51.81,Warm,0.5181
2001,66.51,Warm,0.6651
2002,93.09,Hot,0.9309
2003,17.22,Cold,0.1722
2004,14.87,Cold,0.1487
2005,15.45,Cold,0.1545
2006,71.6,Hot,0.716
2007,64.81,Warm,0.6481
2008,17.14,Cold,0.1714
2009,41.39,Warm,0.4139
2010,22.47,Cold,0.2247
2011,90.93,Hot,0.9093
2012,33.34,Cold,0.3334
2013,70.24,Hot,0.7024
2014,99.37,Hot,0.9937
2015,98.6,Hot,0.986
2016,58.1,Warm,0.581
2017,18.25,Cold,0.1825
2018,13.98,Cold,0.1398
2019,14.09,Cold,0.1409
2020,74.63,Hot,0.7463
2021,69.99,Warm,0.6999
2022,17.14,Cold,0.1714
2023,59.03,Warm,0.5903
2024,11.32,Cold,0.1132
2025,70.38,Hot,0.7038
2026,15.06,Cold,0.1506
2027,71.6,Hot,0.716
2028,38.88,Cold,0.3888
2029,24.44,Cold,0.2444
2030,63.57,Warm,0.6357
2031,16.37,Cold,0.1637
2032,15.92,Cold,0.1592
2033,18.71,Cold,0.1871
2034,55.77,Warm,0.5577
2035,10.92,Cold,0.1092
2036,19.23,Cold,0.1923
2037,68.53,Warm,0.6853
2038,3.12,Cold,0.0312
2039,34.2,Cold,0.342
2040,10.58,Cold,0.1058
2041,30.36,Cold,0.3036
2042,13.65,Cold,0.1365
2043,36.28,Cold,0.3628
2044,15.76,Cold,0.1576
2045,20.66,Cold,0.2066
2046,16.15,Cold,0.1615
2047,87.17,Hot,0.8717
2048,88.37,Hot,0.8837
2049,17.81,Cold,0.1781
2050,19.43,Cold,0.1943
2051,31.43,Cold,0.3143
2052,31.22,Cold,0.3122
2053,79.73,Hot,0.7973
2054,79.24,Hot,0.7924
2055,18.49,Cold,0.1849
2056,56.39,Warm,0.5639
2057,60.06,Warm,0.6006
2058,36.29,Cold,0.3629
2059,93.46,Hot,0.9346
2060,44.15,Warm,0.4415
2061,10.39,Cold,0.1039
2062,45.25,Warm,0.4525
2063,71.15,Hot,0.7115
2064,26.16,Cold,0.2616
2065,22.52,Cold,0.2252
2066,64.32,Warm,0.6432
2067,93.6,Hot,0.936
2068,93.64,Hot,0.9364
2069,72.46,Hot,0.7246
2070,82.76,Hot,0.8276
2071,70.08,Hot,0.7008
2072,14.2,Cold,0.142
2073,64.66,Warm,0.6466
2074,18.49,Cold,0.1849
2075,23.03,Cold,0.2303
2076,96.5,Hot,0.965
2077,87.05,Hot,0.8705
2078,18.11,Cold,0.1811
2079,71.6,Hot,0.716
2080,14.38,Cold,0.1438
2081,18.04,Cold,0.1804
2082,67.6,Warm,0.676
2083,35.7,Cold,0.357
2084,6.76,Cold,0.0676
2085,70.08,Hot,0.7008
2086,7.5,Cold,0.075
2087,4.63,Cold,0.0463
2088,85.98,Hot,0.8598
2089,23.88,Cold,0.2388
2090,67.96,Warm,0.6796
2091,16.71,Cold,0.1671
2092,16.14,Cold,0.1614
2093,78.81,Hot,0.7881
2094,14.43,Cold,0.1443
2095,44.71,Warm,0.4471
2096,35.6,Cold,0.356
2097,21.06,Cold,0.2106
2098,17.14,Cold,0.1714
2099,71.82,Hot,0.7182
2100,54.66,Warm,0.5466
2101,50.08,Warm,0.5008
2102,98.73,Hot,0.9873
2103,64.97,Warm,0.6497
2104,12.65,Cold,0.1265
2105,18.11,Cold,0.1811
2106,9.25,Cold,0.0925
2107,32.54,Cold,0.3254
2108,88.24,Hot,0.8824
2109,83.82,Hot,0.8382
2110,43.32,Warm,0.4332
2111,15.06,Cold,0.1506
2112,54.6,Warm,0.546
2113,69.86,Warm,0.6986
2114,40.05,Warm,0.4005
2115,78.95,Hot,0.7895
2116,6.97,Cold,0.0697
2117,3.56,Cold,0.0356
2118,18.49,Cold,0.1849
2119,69.33,Warm,0.6933
2120,39.21,Cold,0.3921
2121,17.38,Cold,0.1738
2122,24.93,Cold,0.2493
2123,75.74,Hot,0.7574
2124,18.24,Cold,0.1824
2125,36.28,Cold,0.3628
2126,63.57,Warm,0.6357
2127,70.28,Hot,0.7028
2128,9.37,Cold,0.0937
2129,6.69,Cold,0.0669
2130,86.16,Hot,0.8616
2131,57.03,Warm,0.5703
2132,20.61,Cold,0.2061
2133,58.46,Warm,0.5846
2134,63.79,Warm,0.6379
2135,66.3,Warm,0.663
2136,11.12,Cold,0.1112
2137,72.7,Hot,0.727
2138,18.86,Cold,0.1886
2139,85.67,Hot,0.8567
2140,10.63,Cold,0.1063
2141,79.44,Hot,0.7944
2142,12.85,Cold,0.1285
2143,7.62,Cold,0.0762
2144,15.98,Cold,0.1598
2145,92.42,Hot,0.9242
2146,6.96,Cold,0.0696
2147,74.01,Hot,0.7401
2148,18.54,Cold,0.1854
2149,7.45,Cold,0.0745
2150,16.17,Cold,0.1617
2151,87.86,Hot,0.8786
2152,23.28,Cold,0.2328
2153,16.48,Cold,0.1648
2154,84.12,Hot,0.8412
2155,31.43,Cold,0.3143
2156,66.35,Warm,0.6635
2157,84.84,Hot,0.8484
2158,19.6,Cold,0.196
2159,10.72,Cold,0.1072
2160,3.12,Cold,0.0312
2161,21.31,Cold,0.2131
2162,57.99,Warm,0.5799
2163,10.0,Cold,0.1
2164,28.87,Cold,0.2887
2165,75.54,Hot,0.7554
2166,95.23,Hot,0.9523
2167,93.66,Hot,0.9366
2168,42.37,Warm,0.4237
2169,48.85,Warm,0.4885
2170,36.25,Cold,0.3625
2171,12.59,Cold,0.1259
2172,65.31,Warm,0.6531
2173,3.95,Cold,0.0395
2174,16.39,Cold,0.1639
2175,18.24,Cold,0.1824
2176,83.51,Hot,0.8351
2177,18.88,Cold,0.1888
2178,58.23,Warm,0.5823
2179,72.39,Hot,0.7239
2180,10.59,Cold,0.1059
2181,14.01,Cold,0.1401
2182,48.11,Warm,0.4811
2183,17.32,Cold,0.1732
2184,19.82,Cold,0.1982
2185,10.87,Cold,0.1087
2186,75.53,Hot,0.7553
2187,15.47,Cold,0.1547
2188,16.31,Cold,0.1631
2189,13.06,Cold,0.1306
2190,30.63,Cold,0.3063
2191,20.66,Cold,0.2066
2192,72.69,Hot,0.7269
2193,64.09,Warm,0.6409
2194,37.4,Cold,0.374
2195,49.12,Warm,0.4912
2196,14.28,Cold,0.1428
2197,9.39,Cold,0.0939
2198,40.26,Warm,0.4026
2199,35.7,Cold,0.357
2200,14.29,Cold,0.1429
2201,18.24,Cold,0.1824
2202,17.44,Cold,0.1744
